ICAO,TYPE/SIZE,NAME,ELEVATION,iso_country,iso_region,municipality,Lat,Lon
KGWS,small_airport,Glenwood Springs Municipal Airport,5916,US,US-CO,Glenwood Springs,-107.310997,39.50830078
KGWW,small_airport,Goldsboro-Wayne Municipal Airport,134,US,US-NC,Goldsboro,-77.96489716,35.46060181
KGX,small_airport,Grayling Airport,99,US,US-AK,Grayling,-160.066289,62.895187
KGXY,small_airport,GreeleyâWeld County Airport,4697,US,US-CO,Greeley,-104.6330032,40.43740082
KGYB,small_airport,Giddings-Lee County Airport,485,US,US-TX,Giddings,-96.980003,30.1693
KGYH,small_airport,Donaldson Field Airport,955,US,US-SC,Greenville,-82.376404,34.758301
KGYI,small_airport,North Texas Regional Airport/Perrin Field,749,US,US-TX,Sherman/Denison,-96.67369843,33.71409988
KGYL,small_airport,Glencoe Municipal Airport,992,US,US-MN,Glencoe,-94.08119965,44.75600052
KGYR,small_airport,Phoenix Goodyear Airport,968,US,US-AZ,Goodyear,-112.3759995,33.42250061
KGYY,medium_airport,Gary Chicago International Airport,591,US,US-IN,Gary,-87.41280365,41.61629868
KGZ,small_airport,Glacier Creek Airport,2380,US,US-AK,Glacier Creek,-142.3809967,61.45510101
KGZH,small_airport,Evergreen Regional Airport/Middleton Field,259,US,US-AL,Evergreen,-87.043999,31.4158
KGZN,small_airport,Gregory M. Simmons Memorial Airport,1711,US,US-TX,Cisco,-99.023642,32.367348
KGZS,small_airport,Abernathy Field,685,US,US-TN,Pulaski,-87.05680084,35.15370178
KH04,small_airport,Vinita Municipal Airport,696,US,US-OK,Vinita,-95.15139771,36.63299942
KH05,small_airport,Wilburton Municipal Airport,670,US,US-OK,Wilburton,-95.39399719,34.91999817
KH17,small_airport,Buffalo Municipal Airport,1154,US,US-MO,Buffalo,-93.08769989,37.65420151
KH19,small_airport,Bowling Green Municipal Airport,886,US,US-MO,Bowling Green,-91.21929932,39.36989975
KH21,small_airport,Camdenton Memorial Airport,1062,US,US-MO,Camdenton,-92.691254,37.974024
KH34,small_airport,Huntsville Municipal Airport,1749,US,US-AR,Huntsville,-93.75479889,36.07820129
KH35,small_airport,Clarksville Municipal Airport,481,US,US-AR,Clarksville,-93.42720032,35.47069931
KH37,small_airport,Herlong Airport,4055,US,US-CA,Herlong,-120.1790009,40.13880157
KH58,small_airport,Owen Field,1600,US,US-MO,Seymour,-92.73760223,37.18470001
KH68,small_airport,Hefner Easley Airport,609,US,US-OK,Wagoner,-95.34190369,35.96260071
KH70,small_airport,Stratford Field,3668,US,US-TX,Stratford,-102.0490036,36.34560013
KH71,small_airport,Mid America Industrial Airport,622,US,US-OK,Pryor,-95.33010101,36.22539902
KH76,small_airport,Pawhuska Municipal Airport,1000,US,US-OK,Pawhuska,-96.4056015,36.67169952
KH79,small_airport,Eldon Model Airpark,909,US,US-MO,Eldon,-92.57160187,38.36059952
KH88,small_airport,A Paul Vance Fredericktown Regional Airport,880,US,US-MO,Fredericktown,-90.2873,37.605801
KH92,small_airport,Hominy Municipal Airport,825,US,US-OK,Hominy,-96.3871994,36.44269943
KH96,small_airport,Benton Municipal Airport,444,US,US-IL,Benton,-88.93440247,38.00669861
KHAB,small_airport,Marion County Rankin Fite Airport,436,US,US-AL,Hamilton,-87.99819946,34.11759949
KHAE,small_airport,Hannibal Regional Airport,769,US,US-MO,Hannibal,-91.4437027,39.72449875
KHAF,small_airport,Half Moon Bay Airport,66,US,US-CA,Half Moon Bay,-122.5009995,37.51340103
KHAI,small_airport,Three Rivers Municipal Dr Haines Airport,824,US,US-MI,Three Rivers,-85.59339905,41.95980072
KHAO,small_airport,Butler Co Regional Airport - Hogan Field,633,US,US-OH,Hamilton,-84.52200317,39.36380005
KHAX,closed,Hatbox Field,627,US,US-OK,Muskogee,-95.41280365,35.7458992
KHBC,small_airport,Mohall Municipal Airport,1649,US,US-ND,Mohall,-101.5370026,48.76839828
KHBG,medium_airport,Hattiesburg Bobby L Chain Municipal Airport,151,US,US-MS,Hattiesburg,-89.25279999,31.26479912
KHBI,small_airport,Asheboro Regional Airport,671,US,US-NC,Asheboro,-79.8946991,35.65449905
KHBR,medium_airport,Hobart Regional Airport,1563,US,US-OK,Hobart,-99.051313,34.991317
KHBV,small_airport,Jim Hogg County Airport,663,US,US-TX,Hebbronville,-98.73699951,27.34959984
KHBW,closed,Joshua Sanford Field,938,US,US-WI,Hillsboro,-90.3282,43.656601
KHBZ,small_airport,Heber Springs Municipal Airport,632,US,US-AR,Heber Springs,-92.013,35.5117
KHCD,small_airport,Hutchinson Municipal Butler Field,1062,US,US-MN,Hutchinson,-94.38249969,44.85990143
KHCO,small_airport,Hallock Municipal Airport,819,US,US-MN,Hallock,-96.94300079,48.75270081
KHDC,small_airport,Hammond Northshore Regional Airport,47,US,US-LA,Hammond,-90.41840363,30.52160072
KHDE,small_airport,Brewster Field,2313,US,US-NE,Holdrege,-99.336502,40.452099
KHDI,closed,Hardwick Field,874,US,US-TN,Cleveland,-84.832397,35.2201
KHDN,small_airport,Yampa Valley Airport,6606,US,US-CO,Hayden,-107.2180023,40.48120117
KHDO,small_airport,South Texas Regional Airport at Hondo,930,US,US-TX,Hondo,-99.17669678,29.35950089
KHEE,small_airport,Thompson-Robbins Airport,242,US,US-AR,Helena/West Helena,-90.67616,34.576571
KHEF,small_airport,Manassas Regional Airport/Harry P. Davis Field,192,US,US-VA,Manassas,-77.51540375,38.72140121
KHEG,small_airport,Herlong Airport,87,US,US-FL,Jacksonville,-81.80590057,30.27779961
KHEI,small_airport,Hettinger Municipal Airport,2705,US,US-ND,Hettinger,-102.6559982,46.01490021
KHEQ,small_airport,Holyoke Airport,3730,US,US-CO,Holyoke,-102.2730026,40.56940079
KHEZ,small_airport,Hardy-Anders Field / Natchez-Adams County Airport,272,US,US-MS,Natchez,-91.297313,31.613738
KHFD,medium_airport,Hartford Brainard Airport,18,US,US-CT,Hartford,-72.6493988,41.73669815
KHFF,small_airport,Mackall Army Air Field,376,US,US-NC,Camp Mackall,-79.497755,35.036288
KHFJ,small_airport,Monett Municipal Airport,1314,US,US-MO,Monett,-94.01280212,36.90620041
KHFY,small_airport,Indy South Greenwood Airport,822,US,US-IN,Indianapolis,-86.087898,39.628399
KHGR,medium_airport,Hagerstown Regional Richard A Henson Field,703,US,US-MD,Hagerstown,-77.72949982,39.707901
KHHF,small_airport,Hemphill County Airport,2396,US,US-TX,Canadian,-100.4039993,35.89530182
KHHG,small_airport,Huntington Municipal Airport,806,US,US-IN,Huntington,-85.45709991,40.85290146
KHHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,66,US,US-CA,Hawthorne,-118.334999,33.922798
KHHW,small_airport,Stan Stamper Municipal Airport,572,US,US-OK,Hugo,-95.54190063,34.03480148
KHIB,large_airport,Range Regional Airport,1354,US,US-MN,Hibbing,-92.83899689,47.38660049
KHIE,small_airport,Mount Washington Regional Airport,1074,US,US-NH,Whitefield,-71.544502,44.367637
KHIF,medium_airport,Hill Air Force Base,4789,US,US-UT,Ogden,-111.973086,41.12403
KHIG,small_airport,Higginsville Industrial Municipal Airport,840,US,US-MO,Higginsville,-93.67749786,39.07289886
KHII,small_airport,Lake Havasu City Airport,783,US,US-AZ,Lake Havasu City,-114.358002,34.571098
KHIO,medium_airport,Portland Hillsboro Airport,208,US,US-OR,Portland,-122.949997,45.540401
KHJH,small_airport,Hebron Municipal Airport,1466,US,US-NE,Hebron,-97.58699799,40.15219879
KHJO,small_airport,Hanford Municipal Airport,240,US,US-CA,Hanford,-119.6279984,36.31669998
KHKA,small_airport,Blytheville Municipal Airport,255,US,US-AR,Blytheville,-89.83080292,35.94039917
KHKS,small_airport,Hawkins Field,341,US,US-MS,Jackson,-90.22219849,32.33449936
KHKY,medium_airport,Hickory Regional Airport,1190,US,US-NC,Hickory,-81.38950348,35.74110031
KHLB,small_airport,Hillenbrand Industries Airport,973,US,US-IN,Batesville,-85.25830078,39.3445015
KHLC,small_airport,Hill City Municipal Airport,2238,US,US-KS,Hill City,-99.83149719,39.37879944
KHLG,medium_airport,Wheeling Ohio County Airport,1195,US,US-WV,Wheeling,-80.64630127,40.17499924
KHLM,small_airport,Park Township Airport,603,US,US-MI,Holland,-86.16200256,42.79589844
KHLN,medium_airport,Helena Regional Airport,3877,US,US-MT,Helena,-111.9830017,46.60680008
KHLR,medium_airport,Hood Army Air Field,924,US,US-TX,Fort Hood(Killeen),-97.71450043,31.13870049
KHLX,small_airport,Twin County Airport,2693,US,US-VA,Galax Hillsville,-80.82360077,36.76610184
KHMJ,closed,Homer Airport,669,US,US-IL,,-87.95249939,40.02640152
KHMN,large_airport,Holloman Air Force Base,4093,US,US-NM,Alamogordo,-106.1070023,32.85250092
KHMT,small_airport,Hemet Ryan Airport,1512,US,US-CA,Hemet,-117.0230026,33.73400116
KHMY,heliport,Muldrow Army Heliport,1087,US,US-OK,Lexington,-97.2315979,35.02640152
KHMZ,small_airport,Bedford County Airport,1162,US,US-PA,Bedford,-78.5121994,40.08530045
KHNB,small_airport,Huntingburg Airport,529,US,US-IN,Huntingburg,-86.9536972,38.24900055
KHND,small_airport,Henderson Executive Airport,2492,US,US-NV,Las Vegas,-115.1340027,35.97280121
KHNR,small_airport,Harlan Municipal Airport,1231,US,US-IA,Harlan,-95.33959961,41.58440018
KHNZ,small_airport,Henderson Oxford Airport,526,US,US-NC,Oxford,-78.52919769,36.36159897
KHOB,medium_airport,Lea County Regional Airport,3661,US,US-NM,Hobbs,-103.2170029,32.6875
KHOC,small_airport,Highland County Airport,977,US,US-OH,Hillsboro,-83.5388031,39.18880081
KHOE,small_airport,Homerville Airport,186,US,US-GA,Homerville,-82.77410126,31.05590057
KHON,medium_airport,Huron Regional Airport,1289,US,US-SD,Huron,-98.22850037,44.3852005
KHOP,medium_airport,Campbell AAF (Fort Campbell) Air Field,573,US,US-KY,Fort Campbell/Hopkinsville,-87.49620056,36.66859818
KHOT,medium_airport,Memorial Field,540,US,US-AR,Hot Springs,-93.09619904,34.47800064
KHOU,large_airport,William P Hobby Airport,46,US,US-TX,Houston,-95.27890015,29.64539909
KHPN,medium_airport,Westchester County Airport,439,US,US-NY,White Plains,-73.70760345,41.06700134
KHPT,small_airport,Hampton Municipal Airport,1176,US,US-IA,Hampton,-93.2263031,42.72370148
KHPY,small_airport,Baytown Airport,34,US,US-TX,Baytown,-94.95269775,29.78610039
KHQG,small_airport,Hugoton Municipal Airport,3134,US,US-KS,Hugoton,-101.3710022,37.1631012
KHQM,medium_airport,Bowerman Airport,18,US,US-WA,Hoquiam,-123.9369965,46.97119904
KHQU,small_airport,Thomson-McDuffie County Airport,501,US,US-GA,Thomson,-82.51650238,33.52970123
KHQZ,small_airport,Mesquite Metro Airport,447,US,US-TX,Mesquite,-96.53040314,32.74700165
KHRI,small_airport,Hermiston Municipal Airport,644,US,US-OR,Hermiston,-119.259024,45.828223
KHRJ,small_airport,Harnett Regional Jetport Airport,202,US,US-NC,Erwin,-78.733002,35.379398
KHRL,medium_airport,Valley International Airport,36,US,US-TX,Harlingen,-97.65440369,26.22850037
KHRO,medium_airport,Boone County Airport,1365,US,US-AR,Harrison,-93.15470123,36.26150131
KHRT,medium_airport,Hurlburt Field,38,US,US-FL,Mary Esther,-86.68930054,30.42779922
KHRU,small_airport,Herington Regional Airport,1480,US,US-KS,Herington,-96.80799866,38.69469833
KHRX,small_airport,Hereford Municipal Airport,3788,US,US-TX,Hereford,-102.3259964,34.85779953
KHSA,small_airport,Stennis International Airport,23,US,US-MS,Bay St Louis,-89.45459747,30.36779976
KHSB,small_airport,Harrisburg-Raleigh Airport,398,US,US-IL,Harrisburg,-88.5503006,37.81129837
KHSD,small_airport,Sundance Airpark,1193,US,US-OK,Oklahoma City,-97.70619965,35.60179901
KHSE,small_airport,Billy Mitchell Airport,17,US,US-NC,Hatteras,-75.61779785,35.23279953
KHSG,small_airport,Hot Springs County Airport,4895,US,US-WY,Thermopolis,-108.389687,43.713602
KHSI,small_airport,Hastings Municipal Airport,1961,US,US-NE,Hastings,-98.42790222,40.6053009
KHSP,small_airport,Ingalls Field,3793,US,US-VA,Hot Springs,-79.83390045,37.95140076
KHSR,small_airport,Hot Springs Municipal Airport,3150,US,US-SD,Hot Springs,-103.3880005,43.36819839
KHST,medium_airport,Homestead ARB Airport,5,US,US-FL,Homestead,-80.38359833,25.48859978
KHSV,large_airport,Huntsville International Carl T Jones Field,629,US,US-AL,Huntsville,-86.77510071,34.6371994
KHTH,small_airport,Hawthorne Industrial Airport,4215,US,US-NV,Hawthorne,-118.634002,38.544399
KHTL,small_airport,Roscommon County - Blodgett Memorial Airport,1150,US,US-MI,Houghton Lake,-84.671095,44.359798
KHTO,small_airport,East Hampton Airport,55,US,US-NY,East Hampton,-72.25180054,40.95959854
KHTS,large_airport,Tri-State/Milton J. Ferguson Field,828,US,US-WV,Huntington,-82.55799866,38.36669922
KHTW,small_airport,Lawrence County Airpark,568,US,US-OH,Chesapeake/Huntington Wva,-82.494301,38.4193
KHUA,medium_airport,Redstone Army Air Field,684,US,US-AL,Redstone Arsnl Huntsville,-86.68479919,34.67869949
KHUL,medium_airport,Houlton International Airport,489,US,US-ME,Houlton,-67.792099,46.12310028
KHUM,small_airport,Houma Terrebonne Airport,10,US,US-LA,Houma,-90.66040039,29.56649971
KHUT,medium_airport,Hutchinson Municipal Airport,1543,US,US-KS,Hutchinson,-97.86060333,38.06549835
KHVC,small_airport,Hopkinsville Christian County Airport,564,US,US-KY,Hopkinsville,-87.45510101,36.85699844
KHVE,small_airport,Hanksville Airport,4444,US,US-UT,Hanksville,-110.7040024,38.41799927
KHVN,medium_airport,Tweed New Haven Airport,12,US,US-CT,New Haven,-72.88680267,41.26369858
KHVR,medium_airport,Havre City County Airport,2591,US,US-MT,Havre,-109.762001,48.54299927
KHVS,small_airport,Hartsville Regional Airport,364,US,US-SC,Hartsville,-80.11920166,34.40309906
KHWC,closed,Bryan Airport,771,US,US-OH,,-84.55670166,41.47389984
KHWD,small_airport,Hayward Executive Airport,52,US,US-CA,Hayward,-122.1220016,37.65919876
KHWO,small_airport,North Perry Airport,8,US,US-FL,Hollywood,-80.2407,26.0012
KHWQ,small_airport,Wheatland County At Harlowton Airport,4311,US,US-MT,Harlowton,-109.8529968,46.44860077
KHWV,small_airport,Brookhaven Airport,81,US,US-NY,Shirley,-72.86940002,40.82189941
KHWY,small_airport,Warrenton Fauquier Airport,336,US,US-VA,Warrenton,-77.71060181,38.5862999
KHXD,small_airport,Hilton Head Airport,19,US,US-SC,Hilton Head Island,-80.69750214,32.22439957
KHXF,small_airport,Hartford Municipal Airport,1069,US,US-WI,Hartford,-88.39109802,43.34930038
KHYA,medium_airport,Barnstable Municipal Boardman Polando Field,54,US,US-MA,Hyannis,-70.28040314,41.66930008
KHYI,medium_airport,San Marcos Regional Airport,597,US,US-TX,San Marcos,-97.862999,29.8927
KHYR,medium_airport,Sawyer County Airport,1216,US,US-WI,Hayward,-91.44429779,46.02519989
KHYS,medium_airport,Hays Regional Airport,1999,US,US-KS,Hays,-99.27320099,38.84220123
KHYW,small_airport,Conway Horry County Airport,35,US,US-SC,Conway,-79.12220001,33.82849884
KHYX,small_airport,Saginaw County H.W. Browne Airport,601,US,US-MI,Saginaw,-83.86229706,43.4333992
KHZD,small_airport,Carroll County Airport,497,US,US-TN,Huntingdon,-88.46330261,36.08929825
KHZE,small_airport,Mercer County Regional Airport,1814,US,US-ND,Hazen,-101.5810013,47.28990173
KHZL,small_airport,Hazleton Municipal Airport,1603,US,US-PA,Hazleton,-75.99490356,40.98680115
KHZR,small_airport,False River Regional Airport,40,US,US-LA,New Roads,-91.47869873,30.71829987
KHZX,small_airport,Isedor Iverson Airport,1228,US,US-MN,Mc Gregor,-93.30979919,46.61880112
KHZY,small_airport,Northeast Ohio Regional Airport,924,US,US-OH,Ashtabula,-80.69550323,41.77799988
KI06,small_airport,City of Tulia-Swisher County Municipal Airport,3503,US,US-TX,Tulia,-101.7809982,34.56679916
KI10,small_airport,Noble County Airport,879,US,US-OH,Caldwell,-81.53630066,39.80099869
KI12,small_airport,Sidney Municipal Airport,1044,US,US-OH,Sidney,-84.150902,40.241402
KI16,small_airport,Kee Field,1783,US,US-WV,Pineville,-81.55930328,37.60039902
KI17,small_airport,Piqua Airport-Hartzell Field,994,US,US-OH,Piqua,-84.30840302,40.16469955
KI18,small_airport,Jackson County Airport,758,US,US-WV,Ravenswood,-81.81950378,38.92979813
KI22,small_airport,Randolph County Airport,1119,US,US-IN,Winchester,-84.92569733,40.16889954
KI23,small_airport,Fayette County Airport,980,US,US-OH,Washington Court House,-83.42050171,39.57040024
KI34,small_airport,Greensburg Municipal Airport,912,US,US-IN,Greensburg,-85.52249908,39.32690048
KI35,small_airport,Tucker Guthrie Memorial Airport,1551,US,US-KY,Harlan,-83.35849762,36.85929871
KI39,small_airport,Madison Airport,1002,US,US-KY,Richmond,-84.33229828,37.63079834
KI40,small_airport,Richard Downing Airport,979,US,US-OH,Coshocton,-81.85340118,40.30920029
KI43,small_airport,James A Rhodes Airport,726,US,US-OH,Jackson,-82.57790375,38.98139954
KI50,small_airport,Stanton Airport,651,US,US-KY,Stanton,-83.84580231,37.85010147
KI53,small_airport,Liberty-Casey County Airport,1040,US,US-KY,Liberty,-85.059304,37.308691
KI54,small_airport,Mad River Airpark,958,US,US-OH,Tremont City,-83.828499,40.0201
KI58,small_airport,Santa Rosa Route 66 Airport,4792,US,US-NM,Santa Rosa,-104.6429977,34.93439865
KI63,small_airport,Mount Sterling Municipal Airport,734,US,US-IL,Mount Sterling,-90.80419922,39.98749924
KI64,small_airport,Wakeman Airport,848,US,US-OH,Wakeman,-82.37069702,41.29309845
KI66,small_airport,Clinton Field,1033,US,US-OH,Wilmington,-83.8628006,39.50329971
KI67,small_airport,Cincinnati West Airport,584,US,US-OH,Harrison,-84.77429962,39.25889969
KI68,small_airport,Warren County Airport/John Lane Field,898,US,US-OH,Lebanon,-84.25180054,39.46220016
KI69,small_airport,Clermont County Airport,843,US,US-OH,Batavia,-84.21019745,39.07839966
KI71,small_airport,Morgan County Airport,1000,US,US-OH,Mc Connelsville,-81.80319977,39.65420151
KI73,small_airport,Moraine Air Park,720,US,US-OH,Dayton,-84.24299622,39.68259811
KI74,small_airport,Grimes Field,1068,US,US-OH,Urbana,-83.75340271,40.13259888
KI75,small_airport,Osceola Municipal Airport,1110,US,US-IA,Osceola,-93.68969727,41.05220032
KI76,small_airport,Peru Municipal Airport,779,US,US-IN,Peru,-86.14640045,40.78630066
KI86,small_airport,Perry County Airport,1051,US,US-OH,New Lexington,-82.19779968,39.6916008
KI93,small_airport,Breckinridge County Airport,735,US,US-KY,Hardinsburg,-86.44190216,37.78509903
KI95,small_airport,Hardin County Airport,1024,US,US-OH,Kenton,-83.64360046,40.6106987
KIAB,medium_airport,Mc Connell Air Force Base,1371,US,US-KS,Wichita,-97.26820374,37.62189865
KIAD,large_airport,Washington Dulles International Airport,312,US,US-DC,Washington,-77.45580292,38.94449997
KIAG,medium_airport,Niagara Falls International Airport,589,US,US-NY,Niagara Falls,-78.94619751,43.1072998
KIAH,large_airport,George Bush Intercontinental Houston Airport,97,US,US-TX,Houston,-95.34140015,29.9843998
KIB,seaplane_base,Ivanof Bay Seaplane Base,0,US,US-AK,Ivanof Bay,-159.4889984,55.89749908
KIBM,small_airport,Kimball Municipal Robert E Arraj Field,4926,US,US-NE,Kimball,-103.677002,41.18809891
KICL,small_airport,Schenck Field,996,US,US-IA,Clarinda,-95.02639771,40.72180176
KICR,small_airport,Winner Regional Airport,2033,US,US-SD,Winner,-99.84210205,43.39020157
KICT,large_airport,Wichita Eisenhower National Airport,1333,US,US-KS,Wichita,-97.433098,37.649899
KIDA,medium_airport,Idaho Falls Regional Airport,4744,US,US-ID,Idaho Falls,-112.070999,43.514599
KIDG,small_airport,Ida Grove Municipal Airport,1245,US,US-IA,Ida Grove,-95.44490051,42.33259964
KIDI,small_airport,Indiana County/Jimmy Stewart Fld/ Airport,1405,US,US-PA,Indiana,-79.10549927,40.63219833
KIDL,small_airport,Indianola Municipal Airport,126,US,US-MS,Indianola,-90.678902,33.485699
KIDP,small_airport,Independence Municipal Airport,825,US,US-KS,Independence,-95.77839661,37.15840149
KIEN,small_airport,Pine Ridge Airport,3333,US,US-SD,Pine Ridge,-102.5110016,43.02249908
KIER,small_airport,Natchitoches Regional Airport,121,US,US-LA,Natchitoches,-93.09909821,31.73570061
KIFA,small_airport,Iowa Falls Municipal Airport,1137,US,US-IA,Iowa Falls,-93.26999664,42.47079849
KIFP,small_airport,Laughlin Bullhead International Airport,701,US,US-AZ,Bullhead City,-114.5599976,35.15739822
